teksts;vērtība;atsauce
Daugavpils un Jelgavas volejbolistes iekļūst Latvijas čempionāta pusfinālā;0;https://sports.tvnet.lv/7981197/daugavpils-un-jelgavas-volejbolistes-ieklust-latvijas-cempionata-pusfinala?_gl=1*2t1l99*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.130510860.2078263571.1710698918-501664052.1708964906
Daži cilvēki ir tādi dārgumi, Ka Tev vienkārši gribas tos aprakt;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Daži mākslinieki, savukārt, varētu vairāk parūpēties, lai šādas baumas neizplatītu, piemēram, Latvijas Radio vadošais diktors Aidis Tomsons.;0;https://twitter.com/mielavs60/status/1769393249976750301
Dažkārt sliktas lietas notiek ar labiem cilvēkiem. Lai gan… tavā gadījumā tā noteikti ir karma.;1;https://twitter.com/TirsSarkasms/status/367347775119183872
Dažreiz man šķiet, ka es varētu būt lielisks spiegs. Un dažreiz es savu sievu pazaudēju H&M atlaižu nodaļā.;1;https://spoki.lv/joki/Joku-izlase-garastavokla-uzlabosanai-16/923480
Dažreiz man vajag to, ko tikai tu vari man dot: tava prombūtne.;1;https://www.recursosdeautoayuda.com/lv/ironiskas-fr%C4%81zes/
Dāmīte, tērpta kažokā, izkāp no sava X5 ar ādas salonu un ādas somiņu un sāk kritizēt mednieci, kura nošāva lūseni...;1;https://twitter.com/vigants/status/812624734068375552
Dānija plāno iesaukt armijā arī sievietes un pagarināt dienesta laiku;0;https://www.tvnet.lv/7979307/danija-plano-iesaukt-armija-ari-sievietes-un-pagarinat-dienesta-laiku
Dānijas karaliene Margrēte negaidīti paziņo par atteikšanos no troņa;0;https://www.delfi.lv/46713439/arzemes/56230228/danijas-karaliene-margrete-negaiditi-pazino-par-atteiksanos-no-trona
Dārgie draugi! Pagājušajos svētkos es dzēru uz jūsu veselību! Dzēru tā, ka daži no jums, visticamāk, tagad ir nemirstīgi…;1;https://anekdotes.eu/page/12
Demakova atkāpjas no Mūzikas akadēmijas padomes priekšsēdētājas amata;0;https://www.lsm.lv/raksts/kultura/kulturtelpa/16.03.2024-demakova-atkapjas-no-muzikas-akademijas-padomes-priekssedetajas-amata.a546963/
Deputāti vienojas straujāk celt saldinātu un enerģijas dzērienu akcīzi;0;https://www.delfi.lv/193/politics/56165168/deputati-vienojas-straujak-celt-saldinatu-un-energijas-dzerienu-akcizi
Diemžēl pašlaik ir krīze, un mēs to nevaram atļauties. Bet es labprāt uzņemšos viņu darbu – pilnīgi bez maksas!;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
Diemžēl precīzāk par rītdienas laikapstākļiem uzzināsim tikai parīt.;1;https://www.1188.lv/zinas/isas-anekdotes/10739
Diena kļuvusi garāka par nakti;0;https://ciklons.tvnet.lv/7981646/diena-kluvusi-garaka-par-nakti?_gl=1*w0huer*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.55008296.2078263571.1710698918-501664052.1708964906
Dienvidkarolīnā notiek republikāņu priekšvēlēšanas;0;https://www.tvnet.lv/7966768/dienvidkarolina-notiek-republikanu-prieksvelesanas
Divu Latvijas politiķu saruna. -Pēc 5 gadiem dzīvosim labāk kā Vācija,nav šaubu! –Pagaidi,nesapratu,kas un ko taisās ar Vāciju izdarīt?;1;https://vlnereta.1s.lv/119-smiekligi-un-ironiski-par-politiku-un-sabiedribu-anekdotes-un-joki/
Divu Saeimas deputātu strīds nonācis līdz tiesai;0;https://www.tvnet.lv/7962623/divu-saeimas-deputatu-strids-nonacis-lidz-tiesai
Dīvaini - es vienmēr bez grūtībām spēju izlasīt ārsta rakstīto rēķinu, bet recepti - nekad;1;Dušenko K. Lielā aforismu grāmata. 43. lpp. Autors: Finlijs Pīters Danns
Dobelnieki dominē otrajā puslaikā un nosargā pirmo vietu Baltijas līgā;0;https://sportacentrs.com/handbols/25022024-dobelnieki_domine_otraja_puslaika_un_nosa
Doktorantiem studiju laikā maksās algu 1000 eiro mēnesī;0;https://www.delfi.lv/193/politics/120003608/doktorantiem-studiju-laika-maksas-algu-1000-eiro-menesi
Domājam, gādājam, kur būs ņemt maizes lizi: Pēterim gara mēle, tā būs laba maizes lize.;1;https://enciklopedija.lv/skirklis/3155-ironija,-trops
Domāju, ka valodas lietotāji arī šodien var izteikties un vērtēt. Ja man jāizsakās par lejkannu vai laistīklu, es abām rokām balsoju par lejkannu.;0;https://twitter.com/JanisBe02493655/status/1769427918348796135
Drošības apsvērumu dēļ slēdz Cirgaļu skatu torni;0;https://www.tvnet.lv/7965841/drosibas-apsverumu-del-sledz-cirgalu-skatu-torni
Dvietes palienē sācies piektais gadalaiks, ko daudzi steidz baudīt. Viss, kas jāzina, ja vēlies tur doties;0;https://www.tv3.lv/dzivesstils/celotprieks/dvietes-paliene-sacies-piektais-gadalaiks-ko-daudzi-steidz-baudit-viss-kas-jazina-ja-velies-tur-doties/
Dzejnieks: šausmīgi, es nekur nevaru atrast savu jauno sonetu. Vai Emīlija nav to iesviedusi krāsnī? Dzejnieka sieva: Neesi tu jocīgs! Bērns taču vēl neprot lasīt!;1;Kam negadās. Andris Tiļļa. ISBN10: 998482702X. ISBN13: 9789984827025. Izdeva: Lauku Avīze. Izdots: 2008. 66 lpp.
Dziesmu svētki ir pārāk nacionāli. Arī tos progresīvie plāno aizliegt vai kā? Kāpēc svinēt 18. novembri? Novākt visus karogus no ielām.;1;https://twitter.com/john_brown2022/status/1712402621741330780
Dziļi personisks ieskats Pamelas Andersones neparastajā mūžā;0;https://sejas.tvnet.lv/7954939/dzili-personisks-ieskats-pamelas-andersones-neparastaja-muza?_gl=1*mnumc6*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.92690206.2078263571.1710698918-501664052.1708964906
Dzirdi? Tā ir skaņa, kas rodas, kad tu beidzot aizveries;1;https://spoki.lv/joki/23-sarkastiski-jocini-labakai-dienai/886410/1/2
"Džeiks Gencels gūst savus pirmos vārtus ""Hurricanes"" rindās";0;https://twitter.com/Latvija_NHL/status/1769606901099016196
Edmunds ar Valdi šodien runās par Latvijas futbola izlases aktualitātēm, jauno galveno treneri, gaidāmajām vēlēšanām, kā arī par gaidāmo sezonu Virslīgā.;0;https://twitter.com/WilliamHillLv/status/1765275099299549378
Eiropai nopietni jādomā par aizsardzību – nav laika vilcināties;0;https://www.tvnet.lv/7960776/eiropai-nopietni-jadoma-par-aizsardzibu-nav-laika-vilcinaties
Eiropas satelīta atlūzas nākamnedēļ nogāzīsies uz Zemes;0;https://zinas.tv3.lv/zinatne-un-tehnologijas/zinatne/eiropas-satelita-atluzas-nakamnedel-nogazisies-uz-zemes/
Eiropiešiem neierastas īpatnības, kas jāielāgo, atpūšoties Taizemē;0;https://www.tvnet.lv/7980376/eiropiesiem-neierastas-ipatnibas-kas-jaielago-atpusoties-taizeme
Ekonomisti šim gadam izsaka savas prognozes;0;https://nra.lv/latvija/446350-ekonomisti-sim-gadam-izsaka-savas-prognozes.htm
Ekonomists nosauc summu, kādai vajadzētu būt uzkrājumos ekonomiski aktīvam cilvēkam;0;https://nra.lv/latvija/448429-ekonomists-nosauc-summu-kadai-vajadzetu-but-uzkrajumos-ekonomiski-aktivam-cilvekam.htm
Eksperte: Kā mazināt sēdoša dzīvesveida veselības riskus;0;https://www.tv3.lv/dzivesstils/veselibai/eksperte-ka-mazinat-sedosa-dzivesveida-veselibas-riskus/
Eksportā zaudējām gandrīz divarpus miljardus, tos šogad nespēsim atgūt;0;https://neatkariga.nra.lv/ekonomika/447767-eksporta-zaudejam-gandriz-divarpus-miljardus-tos-sogad-nespesim-atgut?_gl=1*17v9ybu*_ga*MTY5MDg4MzA1MC4xNzA4MjQyMjAx*_ga_LTMBW853YH*MTcwODg3NzgwNS42LjEuMTcwODg3OTExNi4wLjAuMA..
Emmmm, homeopātiskā interneta aptieka tagad ir tieši tas,ko mums vajag!;1;https://twitter.com/galda_lampa/status/1451476148970573828
Es agrāk būtu teikusi citādāk. Kā vērtības mainās.;0;https://twitter.com/Jeezlouees/status/1763882011574390899
Es ar tevi pilnīgi lepojos. Tev ir tik milzīgs talants vienmēr visu sačakarēt.;1;https://spoki.lv/joki/Sarkastiski-uzbraucieni-interesantakai/896521
Es arī domāju, ka pēc Arāja komandas jebkam latviskam nav nekādas nozīmes. Punkts.;1;https://twitter.com/nahimovs/status/1642778711941423104
Es arī noklausījos radiogrāmatu un teātra izrādi noskatījos. Jāizlasa būs otra daļa.;0;https://twitter.com/EliEliina/status/1761417608702595410
Es baidos, ka tad man būtu jālūdz palīdzība jums. Jums ir talants! Spriežot pēc brīnišķīgajiem attēliem, ko tik rūpīgi izzīmējat piezīmju grāmatiņā sanāksmju laikā…;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
Es esmu pasaulē vecākās profesijas pārstāvis. Es guļu par naudu. Mana nodarbošanās ir naktssargs;1;https://spoki.lv/joki/10-smiekligi-joki-par-dazadam-temam/923112
Es gaidu tavu zvanu tikai tādēļ, lai varētu nolikt klausuli.;1;https://twitter.com/TirsSarkasms/status/360370233267085312
Es gan vēl neesmu redzējis nevienu filmu ar viņu.;0;https://twitter.com/NorthMoon39/status/1764740137915752583
Es gribu pētīt zirgu turēšanas ekonomisko racionāli LV mērogā. Iedodiet man 300k, jo man jānopērk 5 zirgi, jāuztur tie 3 gadus 5 dažādos staļļos, lai noskaidrotu, vai vidēji statistiskā LV ģimene var atļauties turēt zirgu. Un nesakiet, ka tas nav sociāli relevanti!;1;https://twitter.com/Silmux1/status/1710180716531667436
Es helovīnos vēlējos pārģērbties par tevi, bet veikalā ir izpirkti visi muļķu kostīmi!;1;https://twitter.com/TirsSarkasms/status/385779186318983168
Es jau noklausījos un pierakstījos uz maksas vizīti pie endokrinologa. Bet žel, ka pie Prof. Kondrātes nevar tikt nekur.;0;https://twitter.com/gatavadeliem/status/1759629097288782077
Es kā poļu pēctecis, labprāt skatītos ziņas savā dzimtajā valodā. Mēs esam diskriminēti! Kur ir mūsu ltv?;1;https://twitter.com/Inese08575681/status/1765630865470537873
Es ļoti labi saprotu policiju... man vingrošanas uzdevumi un veselīgas receptes arī ir redzes lokā. Ļoti cītīgi vēroju. ;1;https://twitter.com/PirmaKrieviete/status/1668624219205406720
Es nesaku, ka mana ģimene netīra māju, bet, ja es pēkšņi saostu balinātāju, es pieņemtu, ka kāds te ir ticis noslepkavots.;1;https://spoki.lv/joki/Joku-izlase-garastavokla-uzlabosanai-16/923480
Es nesaku, ka tavas smaržas ir pārāk stipras. Es tikai saku to, ka pirms Tu atnāci, tas putniņs vēl bija dzīvs.;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Es nesaku, ka tevi ienīstu. Es saku, ka tu esi manas dzīves pirmdiena.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889643
Es par nelegālajiem imigrantiem;1;https://twitter.com/tasaspasaule2/status/1761773727488897057
Es parasti nesamierinos ar nesaprātīgiem cilvēkiem, bet, kad to daru, vienmēr esmu darbā.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Es patiešām ticu, ja mēs būtu tikušies citā vietā, citā laikā un savādākos apstākļos. Tu man vienalga nepatiktu!;1;https://twitter.com/TirsSarkasms/status/362499559118737408
Es redzu, ka esat noguris. Turpināsim sarunu, kad būsiet gatavs uzklausīt mani.;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
Es saprotu bīstamību iespējas no sievietes perspektīvas. Kas bīstams var būt vīriešiem;1;https://twitter.com/sanitaribena/status/1773047649677013439
Es šobrīd esmu aizņemts. Vai varu tevi ignorēt kādu citu reizi?;1;https://twitter.com/TirsSarkasms/status/377742422316302336
Es tev nepatīku? Cik žēl. Tagad man vajadzēs pāris minūtes, lai atkoptos no šīs traģēdijas.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889638/1/2
Es Tevi mīlu vairāk kā kafiju, bet ne vienmēr pirms kafijas.;1;https://twitter.com/TirsSarkasms/status/583245554479734784
Es tiešām novērtēju tās domas, kuras tu paturi pie sevis.;1;https://twitter.com/TirsSarkasms/status/465919480032669697
Es tikai gribu palielīties, cik man brīnišķīgs vīrs.;0;https://twitter.com/Anna_Undzena/status/1766096561732309145
Es uzskatu, ka jums ir totāli nepaveicies, ka Jūsu ģimene nav gādīgās Bāriņtiesas pārziņā, kas aizstāvētu Jūsu bērnu pret toksisko valodu apguvi un turētu rūpi par to, lai Jums aizliegtu pieņemt arī citus tumsonīgus lēmumus;1;https://twitter.com/darta_avant/status/1702609765426172191
Es uzskatu, ka stabs ietves vidū ir ļoti progresīvi!!! Tas mierina satiksmi un vairo drošību uz ietvēm. Ceru, ka šādi stabi tiks izvietoti biežāk un vairāk!;1;https://twitter.com/IvarsForands/status/1725475161313366283
Es varētu tev piekrist, taču tad mums abiem nebūtu taisnība.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699/1/2
Es vienreiz pazaudēju brilles dārzā. Rabarberos.;0;https://twitter.com/APilegis/status/1760198936306848195
Es, godīgi sakot, brīnos, ka neviens vēl nav pieķēries Lāčplēsim. Tas taču ir tīrs rasisms cīnīties ar MELNO bruņinieku un paziņot, ka tauta būs svavada tikai tad, kad viņš viens tiks noslīcināts atvarā.;1;https://twitter.com/Gulips/status/1271161581833945089
Es, protams, varētu tev piekrist, bet tad mums abiem, nebūtu taisnība.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889640
Es? Sarkastisks? Nekad!;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889638/1/3
Farmaceite nosauc, kam obligāti jābūt mājas aptieciņā;0;https://nra.lv/veseliba/441526-farmaceite-nosauc-kam-obligati-jabut-majas-aptiecina.htm
Fizika ir tikai skolā un to nav jāzina! Pat loģikai uz ceļa nav vieta- neesam taču eksāmenā! ;1;https://twitter.com/Azraels_A/status/1733972531898470651
Fui šādas prasmes attīstīt. Nedod dies vēl iemācīsies pogu iešūt, nebūs sieva vajadzīga un vispār visa dzīve sagandēta...;1;https://twitter.com/PolitikasP/status/1716470327943864569
Futbola komentētājs: cilvēks, kas profesionāli traucē skatīties futbolu;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 25. lpp.
Gada inflācija Latvijā nepārsniedz viena procenta robežu;0;https://nra.lv/latvija/446869-gada-inflacija-latvija-neparsniedz-viena-procenta-robezu.htm
Gaidāms, ka vienā sfērā turpināsies cenu kāpums;0;https://neatkariga.nra.lv/ekonomika/446993-gaidams-ka-viena-sfera-turpinasies-cenu-kapums?_gl=1*tkgs0m*_ga*MTY5MDg4MzA1MC4xNzA4MjQyMjAx*_ga_LTMBW853YH*MTcwODg3NzgwNS42LjEuMTcwODg3OTI2Ni4wLjAuMA..
Gaidu Latvijas Pasta uzplaukumu pusgada laikā ar jaunu padomi.;1;https://twitter.com/PeterisJur/status/1755474253946691674
Gaismas pilī notiks Nacionālo skaļās lasīšanas sacensību fināls;0;https://sejas.tvnet.lv/7862033/gaismas-pili-notiks-nacionalo-skalas-lasisanas-sacensibu-finals?_gl=1*yppgpa*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.130963596.2078263571.1710698918-501664052.1708964906
Galīgi nesaprotu… Iztīrīju vannasistabu pirms 8 mēnešiem. Kāpēc tā atkal ir netīra?;1;https://spoki.lv/joki/Joku-izlase-garastavokla-uzlabosanai-16/923480
Galvenais, lai ir QR kodi. Par pārējām nepilnībām var pievērt acis;1;https://twitter.com/koronevskis/status/1546951023813693441
Galvenā atšķirība starp cilvēkiem un mājdzīvniekiem ir tā, ka mājdzīvnieki savās mājās netur cilvēkus. Lai gan kaķi šim apgalvojumam varētu ari nepiekrist.;1;https://anekdotes.eu/page/77
Gandrīz rūtainas debesis virs Alpiem…. Jūs noteikti teiksiet, ka tas nav dēļ “ķīmijas”;1;https://twitter.com/eneiLereseV/status/1771090084466466966
Gardi ēdieni un dzērieni ar zemenēm. Recepšu izlase;0;https://www.lsm.lv/raksts/dzive--stils/virtuve/29.06.2023-gardi-edieni-un-dzerieni-ar-zemenem-recepsu-izlase.a514792/
Gazas joslā pienāk pirmais kuģis ar humāno palīdzību;0;https://www.lsm.lv/raksts/zinas/arzemes/16.03.2024-gazas-josla-pienak-pirmais-kugis-ar-humano-palidzibu.a546951/
Godīgā cīņā uzvar blēdis.;1;Krimināltango. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 101 lpp. 
Godīgi sakot es arī nezinātu tos rezultatīvākos hokejistus;0;https://twitter.com/snurosnare/status/1764768333037969695
Govis patiesībā ir apbrīnojami mierīgas, ņemot vērā to, ka viņām visa zeme ir nosēta ar ēdienu;1;https://spoki.lv/joki/Joku-izlase-garastavokla-uzlabosanai-16/923480
Grāmatā apkopo vardarbības pieredzi ģimenē un intīmajās attiecībās;0;https://sejas.tvnet.lv/7906064/gramata-apkopo-vardarbibas-pieredzi-gimene-un-intimajas-attiecibas?_gl=1*1ur2y3w*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.255283211.2078263571.1710698918-501664052.1708964906
Grāmatā vislabākais ir tas, ka tā netiek pārtraukta visinteresantākajā vietā, lai iestarpinātu reklāmu;1;Dušenko K. Lielā aforismu grāmata. 258. lpp. Autors: NA
"Grāmatnīcā ienāk kungs un jautā: -Vai jums ir grāmata ""Vīrietis valda pār sievieti""? - Jā, fantastikas nodaļā, otrajā stāvā.";1;https://spoki.lv/joki/Dazas-labas-isas-anekdotes/116699
Gribētos tevi aizvainot, bet baidos, ka nesanāks tik labi kā mātei dabai.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Gribi kokus, brauc uz mežu. Pilsētai ir jābūt betona klucim.;1;https://twitter.com/saabrs/status/1585567676356825088
Grūti būt nāvessoda noliedzējam pēc tam, kad kaimiņi nopirkuši karaokes mašīnu.;1;https://anekdotes.eu/page/79
Helovīns - diena, kad tu vari cauri visai pilsētai mierīgi izvilkt līķi un tevi ne tikai neapcietinās, bet pat iedos konfektes.;1;https://spoki.lv/joki/Latviesu-TAUTAS-anekdotes-3-/774524
Hokejs - spēle, kurā uz ledus iziet seši meistari un mūsu komanda.;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 14. lpp.
Ideja Ziemassvētku dāvanai - apmaksā savam tuviniekam jauno pasi;1;https://twitter.com/MFridrihsone/status/1737552643373863312
Iemesli, kādēļ pāreja uz elektroauto var būt bīstama;0;https://www.tvnet.lv/7956907/iemesli-kadel-pareja-uz-elektroauto-var-but-bistama
Ierindā atgriezušies 12 no 17 jaunajiem elektrovilcieniem;0;https://zinas.tv3.lv/latvija/ierinda-atgriezusies-12-no-17-jaunajiem-elektrovilcieniem/
Iesaistīt jaunos ģimenes ārstus darbam reģionos paliek arvien grūtāk;0;https://nra.lv/veseliba/444079-iesaistit-jaunos-gimenes-arstus-darbam-regionos-paliek-arvien-grutak.htm
Iesnas, klepus un temperatūra-tieši tas, kas šodien bija nepieciešams!;1;https://twitter.com/Tavs_Idealais/status/349862565997850624
Ieteiktu tikai džinsu vietā labas vilnas auduma bikses. Uzreiz izskatās formālāk;0;https://twitter.com/NegribuRakstit/status/1765754029534015609
Igaunija kļuvusi par 95 salām bagātāka;0;https://www.delfi.lv/campus/56036786/vide/120001250/igaunija-kluvusi-par-95-salam-bagataka#google_vignette
Igaunija mākslīgā intelekta ieviešanā plāno ieguldīt 85 miljonus eiro;0;https://www.tvnet.lv/7957653/igaunija-maksliga-intelekta-ieviesana-plano-ieguldit-85-miljonus-eiro
Igaunija svin neatkarības proklamēšanas 106. gadadienu;0;https://www.tvnet.lv/7966668/igaunija-svin-neatkaribas-proklamesanas-106-gadadienu
Igaunijā atkal pieaugušas cenas;0;https://nra.lv/pasaule/446553-igaunija-atkal-pieaugusas-cenas.htm
'Ikea' krēsla cena dažādās valstīs atšķiras teju trīs reizes. Kāpēc tā?;0;https://www.delfi.lv/bizness/37264250/biznesa_vide/56363162/ikea-kresla-cena-dazadas-valstis-atskiras-teju-tris-reizes-kapec-ta
Indijā vilciens bez vadītāja nobrauc 70 kilometrus;0;https://www.tvnet.lv/7967716/indija-vilciens-bez-vaditaja-nobrauc-70-kilometrus
