angliski;latviski;vērtība;atsauce
Oh certain hockey players are such mature upstanding gentlemen ;Ak, daži hokejisti ir tādi nobrieduši un godprātīgi džentlmeņi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh goodness. An alligator just ate a nuetria rat. Now he's coming for me. About to do a death roll. ;Ak, Dievs. Aligators nupat apēdis žurku. Tagad viņš nāk pēc manis. Gatavojos veikt nāves ripināšanu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh the dino shell got robbed by some blacks. Thats weird. They dont seem like the type of people tht would do that ;Ak, dino čaulu aplaupīja kādi melnādainie. Tas ir dīvaini. Viņi neizskatās pēc cilvēkiem, kas to darītu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Ahh, life. Feels great to hear discouraging stuff coming from you. Ahe. ;Ak, dzīve. Patīkami sajusties, dzirdot no jums atbaidošas lietas. Ahe. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, to live in a world where everyone truly believes they are exceptional. ;Ak, dzīvot pasaulē, kur visi patiesi tic, ka ir izcili. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh I get it now, Kanye just went on with that inconsistent rambling to say that he would run for president... Makes perfect sense! ;Ak, es tagad saprotu, Kanje vienkārši turpināja šo nekonsekventu blēdīšanos, lai pateiktu, ka viņš kandidēs uz prezidenta amatu... Tas ir pilnīgi loģiski! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh fiscal budget season, how I have missed you…;Ak, fiskālā budžeta sezona, kā man tevis pietrūka...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, slept 15 mins longer than usual! That 4 hours 15 mins now. God, Deffo feeling refreshed ;Ak, gulēju 15 minūtes ilgāk nekā parasti! Tas 4 stundas 15 min tagad. Dievs, Deffo jūtos atsvaidzināts ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh hey, tension headaches.  I've SO missed you since college. ;Ak, hei, spriedzes galvassāpes.  Kopš koledžas laikiem man tik ļoti pietrūka tevis. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh yeah you better believe I'm stoked to spend my birthday in football camp ;Ak, jā, jūs labāk ticiet, ka esmu gatavs pavadīt savu dzimšanas dienu futbola nometnē. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh yes totally, Hank and I are dating. Yeah that's like such a logical conclusion mm hmm yeah totes man I'm in love with him. ;Ak, jā, pilnīgi noteikti, mēs ar Henku satiekamies. Jā, tas ir kā tāds loģisks secinājums mm hmm jā, totes cilvēks, es esmu iemīlējusies viņā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh wow. Fantastic Four is doing horribly with the critics and everyone's hating it. I'm so shocked. ;Ak, jā. Fantastiskais četrinieks šausmīgi iet uz priekšu pie kritiķiem, un visi to ienīst. Es esmu tik šokēts. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Ah, yes. I love going to sleep to a symphony of bird chirps and a sunrise;Ak, jā. Man patīk iet gulēt pie putnu čivināšanas simfonijas un saullēkta.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh yeah. Sure. Snog your brother's partner. Good idea.;Ak, jā. Skaidrs. Līgojies ar sava brāļa partneri. Laba ideja.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh whats that, Pixels is a terrible movie. How shocking that an Adam Sandler movie sucks.;Ak, kas tas, ka Pixels ir briesmīga filma. Cik šokējoši, ka Ādama Sandlera filma sūda.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Ah, how I've missed 6 hour labs on a Monday morning. It's good to be back at Uni ;Ak, kā man pietrūka 6 stundu laboratorijas pirmdienas rītā. Ir labi atgriezties universitātē. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Ah, how I've missed the awful, terribad overacting in Korean dramas;Ak, kā man pietrūka šausmīgās, briesmīgās pārspēles korejiešu drāmās.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh what a beautiful morning oh what a beautiful day Love ;Ak, kāds skaists rīts, ak, kāda skaista diena Mīlestība. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh goody, the software manual is only 844 pages long. That's just the sort of light summer reading I enjoy on a Friday afternoon. ;Ak, labā, programmatūras rokasgrāmata ir tikai 844 lappuses gara. Tas ir tieši tāds viegls vasaras lasījums, kādu es labprāt lasu piektdienas pēcpusdienā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"Oh good, it's nice to seel that Fox's slapped together ""We Don't Want to Lose the Rights"" piece of a movie will win the box office. ";"Ak, labi, ir patīkami redzēt, ka Foksa nopludinātais ""Mēs negribam zaudēt tiesības"" filmas gabals uzvarēs kases aparātu. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh good, the suns out. This can only work in favor of the Australian bowlers now ;Ak, labi, ka saule uzspīdēja. Tagad tas var nākt par labu tikai Austrālijas boulinga spēlētājiem. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh good my phone has charged 2% this entire 9 hour drive thus far ;Ak, labi, mans tālrunis ir uzlādēts 2% visu šo 9 stundu braucienu līdz šim ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh good, is it football season again? What a time to be alive ;Ak, labi, vai atkal ir futbola sezona? Kāds laiks būt dzīvam ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh good, another jury member is coming back for the third season in a row! ;Ak, labi, vēl viens žūrijas loceklis atgriežas jau trešo sezonu pēc kārtas! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh goody. I get to replace a toilet fill valve today. Just what I wanted to do. ;Ak, labi. Man šodien jānomaina tualetes aizpildīšanas vārsts. Tieši tas, ko es gribēju darīt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh great, more rain, just what I wanted when I'm trying to get 13 practice and 1 game field ready for fall sports... ;Ak, lieliski, vēl lietus, tieši to es gribēju, kad cenšos sagatavot 13 treniņu un 1 spēļu laukumu rudens sporta veidiem... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"Oh look, the culture vulture has read something by the ""go-to"" author and now she feels included. Let's all applaud";"Ak, lūk, kultūras grifs ir izlasījis kaut ko no ""go-to"" autora, un tagad viņa jūtas iekļauta. Visi aplaudēsim";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh my history class has 6 books, never would have guessed that;Ak, manā vēstures klasē ir 6 grāmatas, nekad nebūtu iedomājies, ka;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh my god, the social issues portion of this debate will be the death of me ;Ak, mans dievs, šo debašu sociālo jautājumu daļa būs mana nāve. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh don't worry Conservatives, taxpayers don't work hard for their money. Wasting it to win sounds responsible ;Ak, neuztraucieties, konservatīvie, nodokļu maksātāji par savu naudu smagi nestrādā. Tās izšķiešana, lai uzvarētu, izklausās atbildīga. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, no! Not more bad news about pandas! Save the pandas! ;Ak, nē! Ne vairāk sliktu ziņu par pandām! Glābiet pandas! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
oh, no!!! watch mr. bill, gumby and pokey get buried in blizzard time lapse;Ak, nē!!! Skatieties, kā Bila kungs, Gumijs un Pūķis tiek aprauti sniegputenī.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Oh no.  Someone whistled at you.  Get the media. Start social shaming. ;Ak, nē.  Kāds uz tevi svilpa.  Izsauciet medijus. Sāciet sociālo kaunināšanu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh wait, you don't know them. Oh wait, you already have an agent. Oh wait, you've been in the biz long before they walked. ;Ak, pagaidiet, jūs viņus nepazīstat. Ak, pagaidiet, jums jau ir aģents. Ak, pagaidiet, jūs esat bijis šajā biznesā jau ilgi pirms viņi staigāja. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh look, I woke up with another pimple on my face... what a lovely surprise…;Ak, paskaties, pamodos ar vēl vienu pimpuli uz sejas... kāds jauks pārsteigums...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, glad the heat's on in this bus. I was just thinking it's a bit chilly out.;Ak, priecājos, ka šajā autobusā ir karstums. Es tikai domāju, ka ārā ir mazliet vēss.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, a sixty year old wrestler is a racist? Never would of thought that... ;Ak, sešdesmitgadīgs cīkstonis ir rasists? Nekad nebūtu iedomājies... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh look, it's already midnight here and I still don't feel sleepy! Isn't growing up great?;Ak, skaties, te jau pusnakts, bet man vēl negribas gulēt! Vai nav lieliski augt?;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh, the outrage of the father who was never around. But then she was ambitious and greedy. Yes, those are crimes.;Ak, tas sašutums par tēvu, kurš nekad nav bijis blakus. Bet tad viņa bija ambicioza un alkatīga. Jā, tie ir noziegumi.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh you're scared your taxes will go up? Yeah, I like watching people die or suffer due to inadequate social supports too;Ak, tu baidies, ka tavi nodokļi pieaugs? Jā, man arī patīk skatīties, kā cilvēki mirst vai cieš nepietiekama sociālā atbalsta dēļ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh and Bourbon tore another ligament in his knee this weekend. That was another fun experience. ;Ak, un Burbons šajā nedēļas nogalē pārrāva vēl vienu ceļgala saiti. Tā bija vēl viena jautra pieredze. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh and the laptop restarts itself randomly... ;Ak, un klēpjdators restartē sevi nejauši.... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"Oh and shoutout to my ""close friends"" that forgot my birthday. You guys are the bomb. ";"Ak, un paldies maniem ""tuvajiem draugiem"", kas aizmirsa manu dzimšanas dienu. Jūs, puiši, esiet bomži. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh just great on Friday the boiler stopped working and today my dog is on heat ;Ak, vienkārši lieliski piektdien pārtrauca darboties apkures katls, un šodien mans suns ir uz karstuma ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Oh... Sorry... Did you mistake me for someone who cares? ;Ak... Atvainojiet... Vai tu mani esi sajaucis ar kādu, kam rūp? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
rocks thrown at police after killing allegedly armed man;akmeņi mesti pret policiju pēc it kā bruņota vīrieša nogalināšanas;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
voters face some confusion at polls in alabama special election;Alabamas ārkārtas vēlēšanās vēlētāji pie balsošanas urnām saskaras ar zināmu apjukumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
to domestic violence survivors, the alexandria shooter's history is all too familiar;Aleksandrijas šāvēja vēsture ir pārāk pazīstama vardarbību ģimenē pārdzīvojušajām personām.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
having an allergic reaction to my allegry medication;Alerģiska reakcija uz maniem alegrijas medikamentiem.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Alka got stoned at the anti drug awareness drive ;Alka tika apēsta narkotiku apkarošanas informatīvajā pasākumā ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Alcohol is converted into sugar when consumed. Diabetes kills. Why aren't we banning alcohol?;Alkohols pēc lietošanas pārvēršas cukurā. Diabēts nogalina. Kāpēc mēs neaizliedzam alkoholu?;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the 'artisanal' school supplies list;amatniecisko skolas piederumu saraksts;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Amazon just sent me a nazi war book instead of the autobiography of Malcom X....;Amazon man nupat atsūtīja nacistu kara grāmatu Malkoma autobiogrāfijas vietā.....;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
extensive coral reef found hidden at the mouth of the amazon river;amazonas upes grīvā atklāts plašs koraļļu rifs.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
"America; where the Terminator can get a position, and Donald Trump can give us something to look forward to. ";"Amerika; kur Terminators var iegūt amatu, un Donalds Tramps var dot mums kaut ko, uz ko cerēt. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the threat to america that no one is talking about;Amerikas apdraudējums, par kuru neviens nerunā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the alienation of america's best doctors;Amerikas labāko ārstu atsvešinātība;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the warped environmentalism of america's biggest industrial meat producer;Amerikas lielākā rūpnieciskā gaļas ražotāja izkropļotais ekoloģisms;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
for america's future, engineering needs to diversify;Amerikas nākotnei inženierzinātnēs ir jādažādo inženierija;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
safeguarding america's health system from sabotage;Amerikas veselības aprūpes sistēmas pasargāšana no sabotāžas;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Americans are so self-centered, we can't even figure out what's in our self-interest ... ;Amerikāņi ir tik egocentriski, ka mēs pat nespējam saprast, kas ir mūsu pašu interesēs... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the american cult of bombing;amerikāņu bombardēšanas kults;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
